Date,High,Low,Open,Close,Volume,Adj Close,Difference
2010-05-03,5.320000171661377,5.300000190734863,5.300000190734863,5.320000171661377,2204400.0,3.276153087615967,-0.019999980926513672
2010-05-04,5.329999923706055,5.300000190734863,5.320000171661377,5.300000190734863,2266000.0,3.2638373374938965,0.019999980926513672
2010-05-05,5.309999942779541,5.28000020980835,5.289999961853027,5.309999942779541,5072800.0,3.2699949741363525,-0.019999980926513672
2010-05-06,5.309999942779541,5.269999980926514,5.28000020980835,5.309999942779541,7349400.0,3.2699949741363525,-0.029999732971191406
2010-05-07,5.289999961853027,5.239999771118164,5.28000020980835,5.260000228881836,9684200.0,3.239204168319702,0.019999980926513672
2010-05-10,5.309999942779541,5.260000228881836,5.28000020980835,5.300000190734863,3091700.0,3.2638373374938965,-0.019999980926513672
2010-05-11,5.329999923706055,5.289999961853027,5.300000190734863,5.329999923706055,2822300.0,3.28231143951416,-0.029999732971191406
2010-05-12,5.329999923706055,5.300000190734863,5.309999942779541,5.329999923706055,1057000.0,3.28231143951416,-0.019999980926513672
2010-05-13,5.340000152587891,5.300000190734863,5.329999923706055,5.329999923706055,2023300.0,3.28231143951416,0.0
2010-05-14,5.329999923706055,5.309999942779541,5.329999923706055,5.329999923706055,1456000.0,3.28231143951416,0.0
2010-05-17,5.320000171661377,5.28000020980835,5.320000171661377,5.320000171661377,1369300.0,3.276153087615967,0.0
2010-05-18,5.340000152587891,5.300000190734863,5.300000190734863,5.329999923706055,2579800.0,3.28231143951416,-0.029999732971191406
2010-05-19,5.320000171661377,5.289999961853027,5.309999942779541,5.300000190734863,2839100.0,3.2638373374938965,0.009999752044677734
2010-05-20,5.28000020980835,5.239999771118164,5.28000020980835,5.269999980926514,6263500.0,3.2453620433807373,0.010000228881835938
2010-05-21,5.25,5.190000057220459,5.230000019073486,5.21999979019165,4428500.0,3.214571475982666,0.010000228881835938
2010-05-24,5.199999809265137,5.130000114440918,5.159999847412109,5.170000076293945,5224200.0,3.1837806701660156,-0.010000228881835938
2010-05-25,5.159999847412109,5.099999904632568,5.139999866485596,5.119999885559082,6294600.0,3.152989149093628,0.019999980926513672
2010-05-26,5.199999809265137,5.110000133514404,5.130000114440918,5.199999809265137,5621200.0,3.202254056930542,-0.06999969482421875
2010-05-27,5.239999771118164,5.159999847412109,5.179999828338623,5.239999771118164,5988100.0,3.22688889503479,-0.059999942779541016
2010-05-31,5.21999979019165,5.170000076293945,5.21999979019165,5.21999979019165,7745600.0,3.214571475982666,0.0
2010-06-01,5.21999979019165,5.179999828338623,5.199999809265137,5.199999809265137,6677200.0,3.202254056930542,0.0
2010-06-02,5.210000038146973,5.190000057220459,5.199999809265137,5.199999809265137,6251100.0,3.202254056930542,0.0
2010-06-03,5.25,5.25,5.239999771118164,5.25,112500.0,3.233044385910034,-0.010000228881835938
2010-06-04,5.289999961853027,5.230000019073486,5.25,5.28000020980835,1675600.0,3.2515206336975098,-0.03000020980834961
2010-06-07,5.300000190734863,5.210000038146973,5.239999771118164,5.28000020980835,2597600.0,3.2515206336975098,-0.04000043869018555
2010-06-08,5.300000190734863,5.269999980926514,5.28000020980835,5.289999961853027,1337700.0,3.257678270339966,-0.009999752044677734
2010-06-09,5.320000171661377,5.28000020980835,5.300000190734863,5.320000171661377,2883700.0,3.276153087615967,-0.019999980926513672
2010-06-10,5.320000171661377,5.300000190734863,5.320000171661377,5.309999942779541,1042900.0,3.2699949741363525,0.010000228881835938
