Date,High,Low,Open,Close,Volume,Adj Close
2019-03-11,4.989999771118164,4.75,4.989999771118164,4.75,14582100.0,4.686026573181152
2019-03-12,4.769999980926514,4.699999809265137,4.75,4.710000038146973,6438400.0,4.6465654373168945
2019-03-13,4.710000038146973,4.539999961853027,4.710000038146973,4.570000171661377,8028700.0,4.508450984954834
2019-03-14,4.699999809265137,4.550000190734863,4.570000171661377,4.619999885559082,7172500.0,4.557777404785156
2019-03-15,4.760000228881836,4.630000114440918,4.679999828338623,4.760000228881836,7287000.0,4.695892333984375
2019-03-18,4.849999904632568,4.78000020980835,4.800000190734863,4.829999923706055,5150700.0,4.764949321746826
2019-03-19,4.860000133514404,4.710000038146973,4.829999923706055,4.75,2952900.0,4.686026573181152
2019-03-20,4.820000171661377,4.679999828338623,4.760000228881836,4.800000190734863,3931500.0,4.735353469848633
2019-03-21,4.840000152587891,4.690000057220459,4.820000171661377,4.710000038146973,3887900.0,4.6465654373168945
2019-03-22,4.71999979019165,4.519999980926514,4.699999809265137,4.619999885559082,4568900.0,4.557777404785156
2019-03-25,4.610000133514404,4.519999980926514,4.519999980926514,4.570000171661377,5391800.0,4.508450984954834
2019-03-26,4.599999904632568,4.539999961853027,4.579999923706055,4.550000190734863,2982900.0,4.488720417022705
2019-03-27,4.739999771118164,4.570000171661377,4.570000171661377,4.630000114440918,5510900.0,4.567642688751221
2019-03-28,4.639999866485596,4.599999904632568,4.630000114440918,4.610000133514404,5651100.0,4.54791259765625
2019-03-29,4.659999847412109,4.610000133514404,4.619999885559082,4.630000114440918,11427200.0,4.567642688751221
2019-04-01,4.760000228881836,4.650000095367432,4.690000057220459,4.710000038146973,6394300.0,4.6465654373168945
2019-04-02,4.789999961853027,4.710000038146973,4.730000019073486,4.739999771118164,3230900.0,4.676161289215088
2019-04-03,4.840000152587891,4.739999771118164,4.760000228881836,4.820000171661377,5768300.0,4.75508451461792
2019-04-04,4.889999866485596,4.75,4.840000152587891,4.789999961853027,6641100.0,4.725488185882568
2019-04-05,4.829999923706055,4.760000228881836,4.789999961853027,4.769999980926514,6197100.0,4.705757141113281
2019-04-08,4.820000171661377,4.71999979019165,4.78000020980835,4.739999771118164,3215700.0,4.676161289215088
2019-04-09,4.78000020980835,4.699999809265137,4.739999771118164,4.75,2869200.0,4.686026573181152
2019-04-10,4.760000228881836,4.659999847412109,4.760000228881836,4.690000057220459,3815500.0,4.626834869384766
2019-04-11,4.71999979019165,4.679999828338623,4.699999809265137,4.690000057220459,1892700.0,4.626834869384766
2019-04-12,4.710000038146973,4.650000095367432,4.699999809265137,4.710000038146973,1181800.0,4.6465654373168945
2019-04-15,4.739999771118164,4.619999885559082,4.730000019073486,4.659999847412109,2221500.0,4.597238540649414
2019-04-16,4.699999809265137,4.639999866485596,4.659999847412109,4.670000076293945,2568800.0,4.607104301452637
2019-04-17,4.789999961853027,4.670000076293945,4.670000076293945,4.730000019073486,9044000.0,4.666296482086182
