Date,High,Low,Open,Close,Volume,Adj Close
2011-05-12,5.010000228881836,4.929999828338623,4.940000057220459,4.96999979019165,16386200.0,3.8423750400543213
2011-05-13,5.050000190734863,4.96999979019165,4.989999771118164,5.050000190734863,23149300.0,3.9042248725891113
2011-05-16,5.079999923706055,4.980000019073486,5.050000190734863,4.989999771118164,12407000.0,3.857837200164795
2011-05-18,5.070000171661377,4.940000057220459,4.989999771118164,4.96999979019165,19592300.0,3.8423750400543213
2011-05-19,5.010000228881836,4.960000038146973,4.960000038146973,4.980000019073486,13434200.0,3.8501064777374268
2011-05-20,5.0,4.949999809265137,5.0,4.949999809265137,5304200.0,3.8269131183624268
2011-05-23,4.980000019073486,4.889999866485596,4.96999979019165,4.949999809265137,10450500.0,3.8269131183624268
2011-05-24,4.960000038146973,4.900000095367432,4.960000038146973,4.960000038146973,9670800.0,3.834644079208374
2011-05-25,4.96999979019165,4.920000076293945,4.949999809265137,4.96999979019165,8862600.0,3.8423750400543213
2011-05-26,4.989999771118164,4.940000057220459,4.980000019073486,4.980000019073486,9102200.0,3.8501064777374268
2011-05-27,5.0,4.96999979019165,4.989999771118164,4.989999771118164,13748500.0,3.857837200164795
2011-05-30,5.010000228881836,4.980000019073486,4.989999771118164,4.989999771118164,16455800.0,3.857837200164795
2011-05-31,5.070000171661377,4.929999828338623,4.980000019073486,5.0,11668400.0,3.8655691146850586
2011-06-01,5.010000228881836,4.949999809265137,5.0,5.0,12330400.0,3.8655691146850586
2011-06-02,5.03000020980835,4.980000019073486,4.980000019073486,4.989999771118164,14050700.0,3.857837200164795
2011-06-03,5.03000020980835,4.980000019073486,5.03000020980835,5.019999980926514,6066500.0,3.881030797958374
2011-06-06,4.960000038146973,4.900000095367432,4.900000095367432,4.920000076293945,6477700.0,3.8810319900512695
2011-06-07,4.949999809265137,4.889999866485596,4.929999828338623,4.900000095367432,12487400.0,3.8652548789978027
2011-06-08,4.900000095367432,4.860000133514404,4.900000095367432,4.869999885559082,13772600.0,3.84158992767334
2011-06-09,4.889999866485596,4.849999904632568,4.880000114440918,4.860000133514404,16257600.0,3.8337011337280273
2011-06-10,4.869999885559082,4.840000152587891,4.860000133514404,4.860000133514404,10238700.0,3.8337011337280273
2011-06-13,4.860000133514404,4.800000190734863,4.849999904632568,4.840000152587891,10548800.0,3.8179244995117188
2011-06-14,4.96999979019165,4.849999904632568,4.849999904632568,4.889999866485596,18452900.0,3.8573665618896484
2011-06-15,4.940000057220459,4.909999847412109,4.909999847412109,4.929999828338623,17918200.0,3.8889198303222656
2011-06-16,4.96999979019165,4.929999828338623,4.949999809265137,4.949999809265137,25886800.0,3.904695987701416
2011-06-17,5.050000190734863,4.96999979019165,4.96999979019165,5.050000190734863,35102100.0,3.983579397201538
2011-06-20,5.03000020980835,4.989999771118164,5.03000020980835,5.0,24023400.0,3.9441378116607666
2011-06-21,5.010000228881836,4.980000019073486,5.0,4.989999771118164,24257700.0,3.936248779296875
2011-06-22,5.010000228881836,4.989999771118164,5.0,5.0,12281900.0,3.9441378116607666
2011-06-23,5.019999980926514,4.980000019073486,4.980000019073486,5.0,14804000.0,3.9441378116607666
2011-06-24,5.019999980926514,4.989999771118164,5.019999980926514,4.989999771118164,15845300.0,3.936248779296875
2011-06-27,5.0,4.980000019073486,4.980000019073486,4.980000019073486,13970700.0,3.9283607006073
2011-06-28,4.989999771118164,4.960000038146973,4.96999979019165,4.96999979019165,15753400.0,3.9204721450805664
2011-06-29,5.0,4.96999979019165,5.0,5.0,20588500.0,3.9441378116607666
2011-06-30,5.03000020980835,4.989999771118164,5.010000228881836,5.010000228881836,14684400.0,3.952026128768921
2011-07-01,5.03000020980835,5.0,5.010000228881836,5.03000020980835,13761700.0,3.9678025245666504
2011-07-04,5.050000190734863,5.0,5.03000020980835,5.0,9056300.0,3.9441378116607666
2011-07-05,5.03000020980835,5.0,5.0,5.010000228881836,10028700.0,3.952026128768921
2011-07-06,5.039999961853027,5.0,5.010000228881836,5.039999961853027,20095700.0,3.97568941116333
2011-07-07,5.050000190734863,5.0,5.050000190734863,5.019999980926514,17425500.0,3.959913492202759
2011-07-08,5.050000190734863,5.010000228881836,5.019999980926514,5.050000190734863,10197800.0,3.983579397201538
2011-07-11,5.050000190734863,5.0,5.050000190734863,5.019999980926514,11888800.0,3.959913492202759
2011-07-12,5.050000190734863,5.0,5.0,5.03000020980835,17580200.0,3.9678025245666504
2011-07-13,5.070000171661377,5.039999961853027,5.039999961853027,5.050000190734863,12471800.0,3.983579397201538
2011-07-14,5.070000171661377,5.050000190734863,5.059999942779541,5.059999942779541,12278600.0,3.991466760635376
2011-07-15,5.059999942779541,5.050000190734863,5.050000190734863,5.059999942779541,26420300.0,3.991466760635376
2011-07-18,5.050000190734863,5.019999980926514,5.050000190734863,5.03000020980835,16310300.0,3.9678025245666504
2011-07-19,5.059999942779541,5.03000020980835,5.059999942779541,5.039999961853027,31954900.0,3.97568941116333
2011-07-20,5.070000171661377,5.039999961853027,5.050000190734863,5.059999942779541,10003100.0,3.991466760635376
2011-07-21,5.090000152587891,5.059999942779541,5.070000171661377,5.070000171661377,12474900.0,3.999356269836426
2011-07-22,5.119999885559082,5.070000171661377,5.070000171661377,5.099999904632568,17490500.0,4.023020267486572
2011-07-25,5.110000133514404,5.070000171661377,5.079999923706055,5.099999904632568,14390500.0,4.023020267486572
2011-07-26,5.159999847412109,5.070000171661377,5.070000171661377,5.130000114440918,21427000.0,4.046685218811035
2011-07-27,5.21999979019165,5.130000114440918,5.130000114440918,5.139999866485596,15294900.0,4.0545735359191895
2011-07-28,5.139999866485596,5.090000152587891,5.099999904632568,5.119999885559082,12991300.0,4.038796901702881
2011-07-29,5.119999885559082,5.070000171661377,5.110000133514404,5.099999904632568,8778700.0,4.023020267486572
