Date,High,Low,Open,Close,Volume,Adj Close
2019-03-11,5.880000114440918,5.78000020980835,5.849999904632568,5.860000133514404,6989100,5.860000133514404
2019-03-12,5.929999828338623,5.78000020980835,5.849999904632568,5.849999904632568,5277900,5.849999904632568
2019-03-13,5.909999847412109,5.829999923706055,5.829999923706055,5.909999847412109,7075300,5.909999847412109
2019-03-14,5.909999847412109,5.860000133514404,5.909999847412109,5.889999866485596,4332700,5.889999866485596
2019-03-15,5.900000095367432,5.78000020980835,5.849999904632568,5.78000020980835,8884900,5.78000020980835
2019-03-18,5.920000076293945,5.789999961853027,5.820000171661377,5.849999904632568,3305800,5.849999904632568
2019-03-19,5.949999809265137,5.800000190734863,5.800000190734863,5.840000152587891,5051600,5.840000152587891
2019-03-20,5.900000095367432,5.809999942779541,5.900000095367432,5.849999904632568,4844300,5.849999904632568
2019-03-21,5.900000095367432,5.739999771118164,5.849999904632568,5.789999961853027,5614200,5.789999961853027
2019-03-22,5.909999847412109,5.789999961853027,5.849999904632568,5.820000171661377,5103400,5.820000171661377
2019-03-25,5.849999904632568,5.710000038146973,5.800000190734863,5.789999961853027,1425500,5.789999961853027
2019-03-26,5.869999885559082,5.71999979019165,5.71999979019165,5.800000190734863,5362800,5.800000190734863
2019-03-27,5.880000114440918,5.800000190734863,5.849999904632568,5.800000190734863,3596400,5.800000190734863
2019-03-28,5.849999904632568,5.75,5.78000020980835,5.800000190734863,3075800,5.800000190734863
2019-03-29,5.840000152587891,5.75,5.840000152587891,5.769999980926514,4184400,5.769999980926514
2019-04-01,5.800000190734863,5.559999942779541,5.800000190734863,5.570000171661377,6709600,5.570000171661377
2019-04-02,5.579999923706055,5.230000019073486,5.519999980926514,5.420000076293945,14237300,5.420000076293945
2019-04-03,5.619999885559082,5.369999885559082,5.420000076293945,5.599999904632568,5276900,5.599999904632568
2019-04-04,5.619999885559082,5.429999828338623,5.599999904632568,5.599999904632568,8114600,5.599999904632568
2019-04-05,5.650000095367432,5.519999980926514,5.599999904632568,5.599999904632568,3669100,5.599999904632568
2019-04-08,5.639999866485596,5.550000190734863,5.639999866485596,5.579999923706055,4415800,5.579999923706055
2019-04-09,5.590000152587891,5.440000057220459,5.579999923706055,5.559999942779541,4618900,5.559999942779541
2019-04-10,5.599999904632568,5.510000228881836,5.510000228881836,5.599999904632568,1810800,5.599999904632568
2019-04-11,5.599999904632568,5.519999980926514,5.559999942779541,5.550000190734863,4735400,5.550000190734863
2019-04-12,5.639999866485596,5.5,5.5,5.599999904632568,334100,5.599999904632568
2019-04-15,5.650000095367432,5.570000171661377,5.650000095367432,5.579999923706055,4040800,5.579999923706055
2019-04-16,5.579999923706055,5.53000020980835,5.579999923706055,5.570000171661377,1360400,5.570000171661377
2019-04-17,5.590000152587891,5.449999809265137,5.590000152587891,5.53000020980835,1542800,5.53000020980835
